id,chapter,level,smallLevel,aptNPC,fanNPC,reward
545,14,2,4,33848,162740,"[102,18,0,0]"
546,14,2,5,34506,164320,"[102,18,0,0]"
547,14,2,6,35504,167480,"[102,18,0,0]"
548,14,2,7,36516,170640,"[102,18,0,0]"
549,14,2,8,37540,173800,"[102,19,0,0]"
550,14,3,1,32320,160000,"[102,18,0,0]"
551,14,3,2,32966,161600,"[102,18,0,0]"
552,14,3,3,33618,163200,"[102,18,0,0]"
553,14,3,4,34278,164800,"[102,18,0,0]"
554,14,3,5,34944,166400,"[102,18,0,0]"
555,14,3,6,35954,169600,"[102,18,0,0]"
556,14,3,7,36978,172800,"[102,18,0,0]"
557,14,3,8,38016,176000,"[102,19,0,0]"
558,14,4,1,32724,162000,"[102,18,0,0]"
559,14,4,2,33378,163620,"[102,18,0,0]"
560,14,4,3,34038,165240,"[102,18,0,0]"
561,14,4,4,34706,166860,"[102,18,0,0]"
562,14,4,5,35380,168480,"[102,18,0,0]"
563,14,4,6,36404,171720,"[102,18,0,0]"
564,14,4,7,37440,174960,"[102,18,0,0]"
565,14,4,8,38490,178200,"[102,19,0,0]"
566,14,5,1,33128,164000,"[102,18,0,0]"
567,14,5,2,33790,165640,"[102,18,0,0]"
568,14,5,3,34458,167280,"[102,18,0,0]"
569,14,5,4,35134,168920,"[102,18,0,0]"
570,14,5,5,35816,170560,"[102,18,0,0]"
571,14,5,6,36854,173840,"[102,18,0,0]"
572,14,5,7,37902,177120,"[102,18,0,0]"
573,14,5,8,38966,180400,"[102,19,0,0]"
574,14,6,1,0,0,[]
575,15,1,1,33532,166000,"[102,18,0,0]"
576,15,1,2,34202,167660,"[102,18,0,0]"
577,15,1,3,34878,169320,"[102,18,0,0]"
578,15,1,4,35562,170980,"[102,18,0,0]"
579,15,1,5,36254,172640,"[102,18,0,0]"
580,15,1,6,37302,175960,"[102,18,0,0]"
581,15,1,7,38364,179280,"[102,18,0,0]"
582,15,1,8,39440,182600,"[102,19,0,0]"
583,15,2,1,33936,168000,"[102,18,0,0]"
584,15,2,2,34614,169680,"[102,18,0,0]"
585,15,2,3,35300,171360,"[102,18,0,0]"
586,15,2,4,35992,173040,"[102,18,0,0]"
587,15,2,5,36690,174720,"[102,18,0,0]"
588,15,2,6,37752,178080,"[102,18,0,0]"
589,15,2,7,38828,181440,"[102,18,0,0]"
590,15,2,8,39916,184800,"[102,19,0,0]"
591,15,3,1,34340,170000,"[102,18,0,0]"
592,15,3,2,35026,171700,"[102,18,0,0]"
593,15,3,3,35720,173400,"[102,18,0,0]"
594,15,3,4,36420,175100,"[102,18,0,0]"
595,15,3,5,37128,176800,"[102,18,0,0]"
596,15,3,6,38202,180200,"[102,18,0,0]"
597,15,3,7,39290,183600,"[102,18,0,0]"
598,15,3,8,40392,187000,"[102,19,0,0]"
599,15,4,1,34744,172000,"[102,18,0,0]"
600,15,4,2,35438,173720,"[102,18,0,0]"
601,15,4,3,36140,175440,"[102,18,0,0]"
602,15,4,4,36848,177160,"[102,18,0,0]"
603,15,4,5,37564,178880,"[102,18,0,0]"
604,15,4,6,38650,182320,"[102,18,0,0]"
605,15,4,7,39752,185760,"[102,18,0,0]"
606,15,4,8,40866,189200,"[102,19,0,0]"
607,15,5,1,35148,174000,"[102,18,0,0]"
608,15,5,2,35850,175740,"[102,18,0,0]"
609,15,5,3,36560,177480,"[102,18,0,0]"
610,15,5,4,37276,179220,"[102,18,0,0]"
611,15,5,5,38000,180960,"[102,18,0,0]"
612,15,5,6,39100,184440,"[102,18,0,0]"
613,15,5,7,40214,187920,"[102,18,0,0]"
614,15,5,8,41342,191400,"[102,19,0,0]"
615,15,6,1,0,0,[]
616,16,1,1,35552,176000,"[102,18,0,0]"
617,16,1,2,36262,177760,"[102,18,0,0]"
618,16,1,3,36980,179520,"[102,18,0,0]"
619,16,1,4,37706,181280,"[102,18,0,0]"
620,16,1,5,38438,183040,"[102,18,0,0]"
621,16,1,6,39550,186560,"[102,18,0,0]"
622,16,1,7,40676,190080,"[102,18,0,0]"
623,16,1,8,41816,193600,"[102,19,0,0]"
624,16,2,1,35956,178000,"[102,18,0,0]"
625,16,2,2,36674,179780,"[102,18,0,0]"
626,16,2,3,37400,181560,"[102,18,0,0]"
627,16,2,4,38134,183340,"[102,18,0,0]"
628,16,2,5,38874,185120,"[102,18,0,0]"
629,16,2,6,40000,188680,"[102,18,0,0]"
630,16,2,7,41138,192240,"[102,18,0,0]"
631,16,2,8,42292,195800,"[102,19,0,0]"
632,16,3,1,36360,180000,"[102,18,0,0]"
633,16,3,2,37086,181800,"[102,18,0,0]"
634,16,3,3,37820,183600,"[102,18,0,0]"
635,16,3,4,38562,185400,"[102,18,0,0]"
636,16,3,5,39312,187200,"[102,18,0,0]"
637,16,3,6,40448,190800,"[102,18,0,0]"
638,16,3,7,41600,194400,"[102,18,0,0]"
639,16,3,8,42768,198000,"[102,19,0,0]"
640,16,4,1,36764,182000,"[102,18,0,0]"
641,16,4,2,37498,183820,"[102,18,0,0]"
642,16,4,3,38240,185640,"[102,18,0,0]"
643,16,4,4,38990,187460,"[102,18,0,0]"
644,16,4,5,39748,189280,"[102,18,0,0]"
645,16,4,6,40898,192920,"[102,18,0,0]"
646,16,4,7,42062,196560,"[102,18,0,0]"
647,16,4,8,43242,200200,"[102,19,0,0]"
648,16,5,1,37168,184000,"[102,18,0,0]"
649,16,5,2,37910,185840,"[102,18,0,0]"
650,16,5,3,38662,187680,"[102,18,0,0]"
651,16,5,4,39420,189520,"[102,18,0,0]"
652,16,5,5,40184,191360,"[102,18,0,0]"
653,16,5,6,41348,195040,"[102,18,0,0]"
654,16,5,7,42526,198720,"[102,18,0,0]"
655,16,5,8,43718,202400,"[102,19,0,0]"
656,16,6,1,0,0,[]
657,17,1,1,37572,186000,"[102,18,0,0]"
658,17,1,2,38322,187860,"[102,18,0,0]"
659,17,1,3,39082,189720,"[102,18,0,0]"
660,17,1,4,39848,191580,"[102,18,0,0]"
661,17,1,5,40622,193440,"[102,18,0,0]"
662,17,1,6,41796,197160,"[102,18,0,0]"
663,17,1,7,42988,200880,"[102,18,0,0]"
664,17,1,8,44192,204600,"[102,19,0,0]"
665,17,2,1,37976,188000,"[102,18,0,0]"
666,17,2,2,38734,189880,"[102,18,0,0]"
667,17,2,3,39502,191760,"[102,18,0,0]"
668,17,2,4,40276,193640,"[102,18,0,0]"
669,17,2,5,41058,195520,"[102,18,0,0]"
670,17,2,6,42246,199280,"[102,18,0,0]"
671,17,2,7,43450,203040,"[102,18,0,0]"
672,17,2,8,44668,206800,"[102,19,0,0]"
673,17,3,1,38380,190000,"[102,18,0,0]"
674,17,3,2,39146,191900,"[102,18,0,0]"
675,17,3,3,39922,193800,"[102,18,0,0]"
676,17,3,4,40704,195700,"[102,18,0,0]"
677,17,3,5,41496,197600,"[102,18,0,0]"
678,17,3,6,42696,201400,"[102,18,0,0]"
679,17,3,7,43912,205200,"[102,18,0,0]"
680,17,3,8,45144,209000,"[102,19,0,0]"
681,17,4,1,38784,192000,"[102,18,0,0]"
682,17,4,2,39558,193920,"[102,18,0,0]"
683,17,4,3,40342,195840,"[102,18,0,0]"
684,17,4,4,41134,197760,"[102,18,0,0]"
685,17,4,5,41932,199680,"[102,18,0,0]"
686,17,4,6,43146,203520,"[102,18,0,0]"
687,17,4,7,44374,207360,"[102,18,0,0]"
688,17,4,8,45618,211200,"[102,19,0,0]"
689,17,5,1,39188,194000,"[102,18,0,0]"
690,17,5,2,39970,195940,"[102,18,0,0]"
691,17,5,3,40762,197880,"[102,18,0,0]"
692,17,5,4,41562,199820,"[102,18,0,0]"
693,17,5,5,42368,201760,"[102,18,0,0]"
694,17,5,6,43594,205640,"[102,18,0,0]"
695,17,5,7,44836,209520,"[102,18,0,0]"
696,17,5,8,46094,213400,"[102,19,0,0]"
697,17,6,1,0,0,[]
698,18,1,1,39592,196000,"[102,18,0,0]"
699,18,1,2,40382,197960,"[102,18,0,0]"
700,18,1,3,41182,199920,"[102,18,0,0]"
701,18,1,4,41990,201880,"[102,18,0,0]"
702,18,1,5,42806,203840,"[102,18,0,0]"
703,18,1,6,44044,207760,"[102,18,0,0]"
704,18,1,7,45298,211680,"[102,18,0,0]"
705,18,1,8,46568,215600,"[102,19,0,0]"
706,18,2,1,39996,198000,"[102,18,0,0]"
707,18,2,2,40794,199980,"[102,18,0,0]"
708,18,2,3,41602,201960,"[102,18,0,0]"
709,18,2,4,42418,203940,"[102,18,0,0]"
710,18,2,5,43242,205920,"[102,18,0,0]"
711,18,2,6,44494,209880,"[102,18,0,0]"
712,18,2,7,45760,213840,"[102,18,0,0]"
713,18,2,8,47044,217800,"[102,19,0,0]"
714,18,3,1,40400,200000,"[102,18,0,0]"
715,18,3,2,41208,202000,"[102,18,0,0]"
716,18,3,3,42024,204000,"[102,18,0,0]"
717,18,3,4,42848,206000,"[102,18,0,0]"
718,18,3,5,43680,208000,"[102,18,0,0]"
719,18,3,6,44944,212000,"[102,18,0,0]"
720,18,3,7,46224,216000,"[102,18,0,0]"
721,18,3,8,47520,220000,"[102,19,0,0]"
722,18,4,1,40804,202000,"[102,18,0,0]"
723,18,4,2,41620,204020,"[102,18,0,0]"
724,18,4,3,42444,206040,"[102,18,0,0]"
725,18,4,4,43276,208060,"[102,18,0,0]"
726,18,4,5,44116,210080,"[102,18,0,0]"
727,18,4,6,45392,214120,"[102,18,0,0]"
728,18,4,7,46686,218160,"[102,18,0,0]"
729,18,4,8,47994,222200,"[102,19,0,0]"
730,18,5,1,41208,204000,"[102,18,0,0]"
731,18,5,2,42032,206040,"[102,18,0,0]"
732,18,5,3,42864,208080,"[102,18,0,0]"
733,18,5,4,43704,210120,"[102,18,0,0]"
734,18,5,5,44552,212160,"[102,18,0,0]"
735,18,5,6,45842,216240,"[102,18,0,0]"
736,18,5,7,47148,220320,"[102,18,0,0]"
737,18,5,8,48470,224400,"[102,19,0,0]"
738,18,6,1,0,0,[]
739,19,1,1,41612,206000,"[102,18,0,0]"
740,19,1,2,42444,208060,"[102,18,0,0]"
741,19,1,3,43284,210120,"[102,18,0,0]"
742,19,1,4,44132,212180,"[102,18,0,0]"
743,19,1,5,44990,214240,"[102,18,0,0]"
744,19,1,6,46292,218360,"[102,18,0,0]"
745,19,1,7,47610,222480,"[102,18,0,0]"
746,19,1,8,48944,226600,"[102,19,0,0]"
747,19,2,1,42016,208000,"[102,18,0,0]"
748,19,2,2,42856,210080,"[102,18,0,0]"
749,19,2,3,43704,212160,"[102,18,0,0]"
750,19,2,4,44560,214240,"[102,18,0,0]"
751,19,2,5,45426,216320,"[102,18,0,0]"
752,19,2,6,46740,220480,"[102,18,0,0]"
753,19,2,7,48072,224640,"[102,18,0,0]"
754,19,2,8,49420,228800,"[102,19,0,0]"
755,19,3,1,42420,210000,"[102,18,0,0]"
756,19,3,2,43268,212100,"[102,18,0,0]"
757,19,3,3,44124,214200,"[102,18,0,0]"
758,19,3,4,44990,216300,"[102,18,0,0]"
759,19,3,5,45864,218400,"[102,18,0,0]"
760,19,3,6,47190,222600,"[102,18,0,0]"
761,19,3,7,48534,226800,"[102,18,0,0]"
762,19,3,8,49896,231000,"[102,19,0,0]"
763,19,4,1,42824,212000,"[102,18,0,0]"
764,19,4,2,43680,214120,"[102,18,0,0]"
765,19,4,3,44544,216240,"[102,18,0,0]"
766,19,4,4,45418,218360,"[102,18,0,0]"
767,19,4,5,46300,220480,"[102,18,0,0]"
768,19,4,6,47640,224720,"[102,18,0,0]"
769,19,4,7,48996,228960,"[102,18,0,0]"
770,19,4,8,50370,233200,"[102,19,0,0]"
771,19,5,1,43228,214000,"[102,18,0,0]"
772,19,5,2,44092,216140,"[102,18,0,0]"
773,19,5,3,44964,218280,"[102,18,0,0]"
774,19,5,4,45846,220420,"[102,18,0,0]"
775,19,5,5,46736,222560,"[102,18,0,0]"
776,19,5,6,48090,226840,"[102,18,0,0]"
777,19,5,7,49458,231120,"[102,18,0,0]"
778,19,5,8,50846,235400,"[102,19,0,0]"
779,19,6,1,0,0,[]
780,20,1,1,43632,216000,"[102,18,0,0]"
781,20,1,2,44504,218160,"[102,18,0,0]"
782,20,1,3,45384,220320,"[102,18,0,0]"
783,20,1,4,46274,222480,"[102,18,0,0]"
784,20,1,5,47174,224640,"[102,18,0,0]"
785,20,1,6,48538,228960,"[102,18,0,0]"
786,20,1,7,49920,233280,"[102,18,0,0]"
787,20,1,8,51320,237600,"[102,19,0,0]"
788,20,2,1,44036,218000,"[102,18,0,0]"
789,20,2,2,44916,220180,"[102,18,0,0]"
790,20,2,3,45806,222360,"[102,18,0,0]"
791,20,2,4,46704,224540,"[102,18,0,0]"
792,20,2,5,47610,226720,"[102,18,0,0]"
793,20,2,6,48988,231080,"[102,18,0,0]"
794,20,2,7,50384,235440,"[102,18,0,0]"
795,20,2,8,51796,239800,"[102,19,0,0]"
796,20,3,1,44440,220000,"[102,18,0,0]"
797,20,3,2,45328,222200,"[102,18,0,0]"
798,20,3,3,46226,224400,"[102,18,0,0]"
799,20,3,4,47132,226600,"[102,18,0,0]"
800,20,3,5,48048,228800,"[102,18,0,0]"
801,20,3,6,49438,233200,"[102,18,0,0]"
802,20,3,7,50846,237600,"[102,18,0,0]"
803,20,3,8,52272,242000,"[102,19,0,0]"
804,20,4,1,44844,222000,"[102,18,0,0]"
805,20,4,2,45740,224220,"[102,18,0,0]"
806,20,4,3,46646,226440,"[102,18,0,0]"
807,20,4,4,47560,228660,"[102,18,0,0]"
808,20,4,5,48484,230880,"[102,18,0,0]"
809,20,4,6,49886,235320,"[102,18,0,0]"
810,20,4,7,51308,239760,"[102,18,0,0]"
811,20,4,8,52746,244200,"[102,19,0,0]"
812,20,5,1,45248,224000,"[102,18,0,0]"
813,20,5,2,46152,226240,"[102,18,0,0]"
814,20,5,3,47066,228480,"[102,18,0,0]"
815,20,5,4,47988,230720,"[102,18,0,0]"
816,20,5,5,48920,232960,"[102,18,0,0]"
817,20,5,6,50336,237440,"[102,18,0,0]"
818,20,5,7,51770,241920,"[102,18,0,0]"
819,20,5,8,53222,246400,"[102,19,0,0]"
820,20,6,1,0,0,[]
821,21,1,1,45652,226000,"[102,18,0,0]"
822,21,1,2,46564,228260,"[102,18,0,0]"
823,21,1,3,47486,230520,"[102,18,0,0]"
824,21,1,4,48418,232780,"[102,18,0,0]"
825,21,1,5,49358,235040,"[102,18,0,0]"
826,21,1,6,50786,239560,"[102,18,0,0]"
827,21,1,7,52232,244080,"[102,18,0,0]"
828,21,1,8,53696,248600,"[102,19,0,0]"
829,21,2,1,46056,228000,"[102,18,0,0]"
830,21,2,2,46976,230280,"[102,18,0,0]"
831,21,2,3,47906,232560,"[102,18,0,0]"
832,21,2,4,48846,234840,"[102,18,0,0]"
833,21,2,5,49794,237120,"[102,18,0,0]"
834,21,2,6,51236,241680,"[102,18,0,0]"
835,21,2,7,52694,246240,"[102,18,0,0]"
836,21,2,8,54172,250800,"[102,19,0,0]"
837,21,3,1,46460,230000,"[102,18,0,0]"
838,21,3,2,47388,232300,"[102,18,0,0]"
839,21,3,3,48326,234600,"[102,18,0,0]"
840,21,3,4,49274,236900,"[102,18,0,0]"
841,21,3,5,50232,239200,"[102,18,0,0]"
842,21,3,6,51684,243800,"[102,18,0,0]"
843,21,3,7,53156,248400,"[102,18,0,0]"
844,21,3,8,54648,253000,"[102,19,0,0]"
845,21,4,1,46864,232000,"[102,18,0,0]"
846,21,4,2,47800,234320,"[102,18,0,0]"
847,21,4,3,48746,236640,"[102,18,0,0]"
848,21,4,4,49702,238960,"[102,18,0,0]"
849,21,4,5,50668,241280,"[102,18,0,0]"
850,21,4,6,52134,245920,"[102,18,0,0]"
851,21,4,7,53618,250560,"[102,18,0,0]"
852,21,4,8,55122,255200,"[102,19,0,0]"
853,21,5,1,47268,234000,"[102,18,0,0]"
854,21,5,2,48212,236340,"[102,18,0,0]"
855,21,5,3,49168,238680,"[102,18,0,0]"
856,21,5,4,50132,241020,"[102,18,0,0]"
857,21,5,5,51104,243360,"[102,18,0,0]"
858,21,5,6,52584,248040,"[102,18,0,0]"
859,21,5,7,54082,252720,"[102,18,0,0]"
860,21,5,8,55598,257400,"[102,19,0,0]"
861,21,6,1,0,0,[]
862,22,1,1,47672,236000,"[102,18,0,0]"
863,22,1,2,48624,238360,"[102,18,0,0]"
864,22,1,3,49588,240720,"[102,18,0,0]"
865,22,1,4,50560,243080,"[102,18,0,0]"
866,22,1,5,51542,245440,"[102,18,0,0]"
867,22,1,6,53032,250160,"[102,18,0,0]"
868,22,1,7,54544,254880,"[102,18,0,0]"
869,22,1,8,56072,259600,"[102,19,0,0]"
870,22,2,1,48076,238000,"[102,18,0,0]"
871,22,2,2,49036,240380,"[102,18,0,0]"
872,22,2,3,50008,242760,"[102,18,0,0]"
873,22,2,4,50988,245140,"[102,18,0,0]"
874,22,2,5,51978,247520,"[102,18,0,0]"
875,22,2,6,53482,252280,"[102,18,0,0]"
876,22,2,7,55006,257040,"[102,18,0,0]"
877,22,2,8,56548,261800,"[102,19,0,0]"
878,22,3,1,48480,240000,"[102,18,0,0]"
879,22,3,2,49448,242400,"[102,18,0,0]"
880,22,3,3,50428,244800,"[102,18,0,0]"
881,22,3,4,51416,247200,"[102,18,0,0]"
882,22,3,5,52416,249600,"[102,18,0,0]"
883,22,3,6,53932,254400,"[102,18,0,0]"
884,22,3,7,55468,259200,"[102,18,0,0]"
885,22,3,8,57024,264000,"[102,19,0,0]"
886,22,4,1,48884,242000,"[102,18,0,0]"
887,22,4,2,49860,244420,"[102,18,0,0]"
888,22,4,3,50848,246840,"[102,18,0,0]"
889,22,4,4,51846,249260,"[102,18,0,0]"
890,22,4,5,52852,251680,"[102,18,0,0]"
891,22,4,6,54382,256520,"[102,18,0,0]"
892,22,4,7,55930,261360,"[102,18,0,0]"
893,22,4,8,57498,266200,"[102,19,0,0]"
894,22,5,1,49288,244000,"[102,18,0,0]"
895,22,5,2,50272,246440,"[102,18,0,0]"
896,22,5,3,51268,248880,"[102,18,0,0]"
897,22,5,4,52274,251320,"[102,18,0,0]"
898,22,5,5,53288,253760,"[102,18,0,0]"
899,22,5,6,54830,258640,"[102,18,0,0]"
900,22,5,7,56392,263520,"[102,18,0,0]"
901,22,5,8,57974,268400,"[102,19,0,0]"
902,22,6,1,0,0,[]
903,23,1,1,49692,246000,"[102,18,0,0]"
904,23,1,2,50684,248460,"[102,18,0,0]"
905,23,1,3,51688,250920,"[102,18,0,0]"
906,23,1,4,52702,253380,"[102,18,0,0]"
907,23,1,5,53726,255840,"[102,18,0,0]"
908,23,1,6,55280,260760,"[102,18,0,0]"
909,23,1,7,56854,265680,"[102,18,0,0]"
910,23,1,8,58448,270600,"[102,19,0,0]"
911,23,2,1,50096,248000,"[102,18,0,0]"
912,23,2,2,51096,250480,"[102,18,0,0]"
913,23,2,3,52108,252960,"[102,18,0,0]"
914,23,2,4,53130,255440,"[102,18,0,0]"
915,23,2,5,54162,257920,"[102,18,0,0]"
916,23,2,6,55730,262880,"[102,18,0,0]"
917,23,2,7,57316,267840,"[102,18,0,0]"
918,23,2,8,58924,272800,"[102,19,0,0]"
919,23,3,1,50500,250000,"[102,18,0,0]"
920,23,3,2,51510,252500,"[102,18,0,0]"
921,23,3,3,52530,255000,"[102,18,0,0]"
922,23,3,4,53560,257500,"[102,18,0,0]"
923,23,3,5,54600,260000,"[102,18,0,0]"
924,23,3,6,56180,265000,"[102,18,0,0]"
925,23,3,7,57780,270000,"[102,18,0,0]"
926,23,3,8,59400,275000,"[102,19,0,0]"
927,23,4,1,50904,252000,"[102,18,0,0]"
928,23,4,2,51922,254520,"[102,18,0,0]"
929,23,4,3,52950,257040,"[102,18,0,0]"
930,23,4,4,53988,259560,"[102,18,0,0]"
931,23,4,5,55036,262080,"[102,18,0,0]"
932,23,4,6,56628,267120,"[102,18,0,0]"
933,23,4,7,58242,272160,"[102,18,0,0]"
934,23,4,8,59874,277200,"[102,19,0,0]"
935,23,5,1,51308,254000,"[102,18,0,0]"
936,23,5,2,52334,256540,"[102,18,0,0]"
937,23,5,3,53370,259080,"[102,18,0,0]"
938,23,5,4,54416,261620,"[102,18,0,0]"
939,23,5,5,55472,264160,"[102,18,0,0]"
940,23,5,6,57078,269240,"[102,18,0,0]"
941,23,5,7,58704,274320,"[102,18,0,0]"
942,23,5,8,60350,279400,"[102,19,0,0]"
943,23,6,1,0,0,[]
944,24,1,1,51712,256000,"[102,18,0,0]"
945,24,1,2,52746,258560,"[102,18,0,0]"
946,24,1,3,53790,261120,"[102,18,0,0]"
947,24,1,4,54844,263680,"[102,18,0,0]"
948,24,1,5,55910,266240,"[102,18,0,0]"
949,24,1,6,57528,271360,"[102,18,0,0]"
950,24,1,7,59166,276480,"[102,18,0,0]"
951,24,1,8,60824,281600,"[102,19,0,0]"
952,24,2,1,52116,258000,"[102,18,0,0]"
953,24,2,2,53158,260580,"[102,18,0,0]"
954,24,2,3,54210,263160,"[102,18,0,0]"
955,24,2,4,55272,265740,"[102,18,0,0]"
956,24,2,5,56346,268320,"[102,18,0,0]"
957,24,2,6,57976,273480,"[102,18,0,0]"
958,24,2,7,59628,278640,"[102,18,0,0]"
959,24,2,8,61300,283800,"[102,19,0,0]"
960,24,3,1,52520,260000,"[102,18,0,0]"
961,24,3,2,53570,262600,"[102,18,0,0]"
962,24,3,3,54630,265200,"[102,18,0,0]"
963,24,3,4,55702,267800,"[102,18,0,0]"
964,24,3,5,56784,270400,"[102,18,0,0]"
965,24,3,6,58426,275600,"[102,18,0,0]"
966,24,3,7,60090,280800,"[102,18,0,0]"
967,24,3,8,61776,286000,"[102,19,0,0]"
968,24,4,1,52924,262000,"[102,18,0,0]"
969,24,4,2,53982,264620,"[102,18,0,0]"
970,24,4,3,55050,267240,"[102,18,0,0]"
971,24,4,4,56130,269860,"[102,18,0,0]"
972,24,4,5,57220,272480,"[102,18,0,0]"
973,24,4,6,58876,277720,"[102,18,0,0]"
974,24,4,7,60552,282960,"[102,18,0,0]"
975,24,4,8,62250,288200,"[102,19,0,0]"
976,24,5,1,53328,264000,"[102,18,0,0]"
977,24,5,2,54394,266640,"[102,18,0,0]"
978,24,5,3,55470,269280,"[102,18,0,0]"
979,24,5,4,56558,271920,"[102,18,0,0]"
980,24,5,5,57656,274560,"[102,18,0,0]"
981,24,5,6,59326,279840,"[102,18,0,0]"
982,24,5,7,61014,285120,"[102,18,0,0]"
983,24,5,8,62726,290400,"[102,19,0,0]"
984,24,6,1,0,0,[]
985,25,1,1,53732,266000,"[102,18,0,0]"
986,25,1,2,54806,268660,"[102,18,0,0]"
987,25,1,3,55890,271320,"[102,18,0,0]"
988,25,1,4,56986,273980,"[102,18,0,0]"
989,25,1,5,58094,276640,"[102,18,0,0]"
990,25,1,6,59774,281960,"[102,18,0,0]"
991,25,1,7,61476,287280,"[102,18,0,0]"
992,25,1,8,63200,292600,"[102,19,0,0]"
993,25,2,1,54136,268000,"[102,18,0,0]"
994,25,2,2,55218,270680,"[102,18,0,0]"
995,25,2,3,56312,273360,"[102,18,0,0]"
996,25,2,4,57416,276040,"[102,18,0,0]"
997,25,2,5,58530,278720,"[102,18,0,0]"
998,25,2,6,60224,284080,"[102,18,0,0]"
999,25,2,7,61940,289440,"[102,18,0,0]"
1000,25,2,8,63676,294800,"[102,19,0,0]"
1001,25,3,1,54540,270000,"[102,18,0,0]"
1002,25,3,2,55630,272700,"[102,18,0,0]"
1003,25,3,3,56732,275400,"[102,18,0,0]"
1004,25,3,4,57844,278100,"[102,18,0,0]"
1005,25,3,5,58968,280800,"[102,18,0,0]"
1006,25,3,6,60674,286200,"[102,18,0,0]"
1007,25,3,7,62402,291600,"[102,18,0,0]"
1008,25,3,8,64152,297000,"[102,19,0,0]"
1009,25,4,1,54944,272000,"[102,18,0,0]"
1010,25,4,2,56042,274720,"[102,18,0,0]"
1011,25,4,3,57152,277440,"[102,18,0,0]"
1012,25,4,4,58272,280160,"[102,18,0,0]"
1013,25,4,5,59404,282880,"[102,18,0,0]"
1014,25,4,6,61122,288320,"[102,18,0,0]"
1015,25,4,7,62864,293760,"[102,18,0,0]"
1016,25,4,8,64626,299200,"[102,19,0,0]"
1017,25,5,1,55348,274000,"[102,18,0,0]"
1018,25,5,2,56454,276740,"[102,18,0,0]"
1019,25,5,3,57572,279480,"[102,18,0,0]"
1020,25,5,4,58700,282220,"[102,18,0,0]"
1021,25,5,5,59840,284960,"[102,18,0,0]"
1022,25,5,6,61572,290440,"[102,18,0,0]"
1023,25,5,7,63326,295920,"[102,18,0,0]"
1024,25,5,8,65102,301400,"[102,19,0,0]"
1025,25,6,1,0,0,[]
1026,26,1,1,55752,276000,"[102,18,0,0]"
1027,26,1,2,56866,278760,"[102,18,0,0]"
1028,26,1,3,57992,281520,"[102,18,0,0]"
1029,26,1,4,59130,284280,"[102,18,0,0]"
1030,26,1,5,60278,287040,"[102,18,0,0]"
1031,26,1,6,62022,292560,"[102,18,0,0]"
1032,26,1,7,63788,298080,"[102,18,0,0]"
1033,26,1,8,65576,303600,"[102,19,0,0]"
1034,26,2,1,56156,278000,"[102,18,0,0]"
1035,26,2,2,57278,280780,"[102,18,0,0]"
1036,26,2,3,58412,283560,"[102,18,0,0]"
1037,26,2,4,59558,286340,"[102,18,0,0]"
1038,26,2,5,60714,289120,"[102,18,0,0]"
1039,26,2,6,62472,294680,"[102,18,0,0]"
1040,26,2,7,64250,300240,"[102,18,0,0]"
1041,26,2,8,66052,305800,"[102,19,0,0]"
1042,26,3,1,56560,280000,"[102,18,0,0]"
1043,26,3,2,57690,282800,"[102,18,0,0]"
1044,26,3,3,58832,285600,"[102,18,0,0]"
1045,26,3,4,59986,288400,"[102,18,0,0]"
1046,26,3,5,61152,291200,"[102,18,0,0]"
1047,26,3,6,62920,296800,"[102,18,0,0]"
1048,26,3,7,64712,302400,"[102,18,0,0]"
1049,26,3,8,66528,308000,"[102,19,0,0]"
1050,26,4,1,56964,282000,"[102,18,0,0]"
1051,26,4,2,58102,284820,"[102,18,0,0]"
1052,26,4,3,59252,287640,"[102,18,0,0]"
1053,26,4,4,60414,290460,"[102,18,0,0]"
1054,26,4,5,61588,293280,"[102,18,0,0]"
1055,26,4,6,63370,298920,"[102,18,0,0]"
1056,26,4,7,65174,304560,"[102,18,0,0]"
1057,26,4,8,67002,310200,"[102,19,0,0]"
1058,26,5,1,57368,284000,"[102,18,0,0]"
1059,26,5,2,58514,286840,"[102,18,0,0]"
1060,26,5,3,59674,289680,"[102,18,0,0]"
1061,26,5,4,60844,292520,"[102,18,0,0]"
1062,26,5,5,62024,295360,"[102,18,0,0]"
1063,26,5,6,63820,301040,"[102,18,0,0]"
1064,26,5,7,65638,306720,"[102,18,0,0]"
1065,26,5,8,67478,312400,"[102,19,0,0]"
1066,26,6,1,0,0,[]
1067,27,1,1,57772,286000,"[102,18,0,0]"
1068,27,1,2,58926,288860,"[102,18,0,0]"
1069,27,1,3,60094,291720,"[102,18,0,0]"
1070,27,1,4,61272,294580,"[102,18,0,0]"
1071,27,1,5,62462,297440,"[102,18,0,0]"
1072,27,1,6,64268,303160,"[102,18,0,0]"
1073,27,1,7,66100,308880,"[102,18,0,0]"
1074,27,1,8,67952,314600,"[102,19,0,0]"
1075,27,2,1,58176,288000,"[102,18,0,0]"
1076,27,2,2,59338,290880,"[102,18,0,0]"
1077,27,2,3,60514,293760,"[102,18,0,0]"
1078,27,2,4,61700,296640,"[102,18,0,0]"
1079,27,2,5,62898,299520,"[102,18,0,0]"
1080,27,2,6,64718,305280,"[102,18,0,0]"
1081,27,2,7,66562,311040,"[102,18,0,0]"
1082,27,2,8,68428,316800,"[102,19,0,0]"
1083,27,3,1,58580,290000,"[102,18,0,0]"
